ticker,daily_volume,market_cap,avg_daily_returns,avg_anual_returns,avg_daily_volatility,avg_anual_volatility,sharpe_ratio,trynor_ratio,information_ratio,beta,dia_invertir
AMD,66218820.0,152373035008,0.002285860790783208,0.7778051661628362,0.035691898619118194,0.5665913253954985,1.3104774691785908,0.45681868942380865,1.3727798702528737,1.6201289117490805,4
AME,1038013.3333333334,32501858304,0.0006799665441399305,0.18683884390718886,0.01760464961232352,0.2794651487558261,0.5422459458069713,0.13829254404239189,0.6685586547696272,1.0784301130614256,0
AMGN,2515630.0,127342592000,0.0004698244405299974,0.12565822687276373,0.016151737851019466,0.256400889571838,0.35240995857562074,0.12699967910455642,0.49008498793666244,0.6925862135474327,0
AMP,732890.0,31515269120,0.0008397184275906037,0.23555498221546478,0.025407743462038154,0.4033354234552814,0.49649738299682833,0.12670241955249995,0.5840175906135883,1.5615722486931853,0
AMT,2230836.6666666665,89809141760,0.0004804106300546358,0.12866374675347814,0.018073435818614546,0.286906899075247,0.3254147845674204,0.11134947903791645,0.448451212460156,0.8169211705292612,0
AMZN,57883913.333333336,996447420416,0.0006368386098274907,0.1740182311468832,0.02265953725363497,0.35970900238153,0.3856401430836305,0.12001657514301232,0.48377502368514125,1.1358283719098443,4
ANET,2779773.3333333335,50089897984,0.0011887922175400443,0.34904605024666524,0.0273162214128646,0.43363157169850297,0.7235313817620452,0.2528801869613451,0.8049368935003454,1.2311998578767942,0
ANSS,620020.0,27668062208,0.0008197177322090375,0.2293483726552641,0.022112553599258674,0.351025906057348,0.5528035660808519,0.14901875442312681,0.6533659445003892,1.2860688132655698,4
AON,919046.6666666666,63388876800,0.0008270845377901615,0.23163081659189633,0.0166915802486038,0.2649706219589,0.7409531484677178,0.2378760236506595,0.874175464734445,0.8152600401488956,0
AOS,1035220.0,10284858368,0.0003280648025815406,0.0861711136079748,0.019312076203122558,0.30656970560274477,0.16593653149112508,0.05566280845877166,0.2810816334202178,0.8707989221182829,0
APA,6678540.0,11163212800,0.000962850417700323,0.27445873638204676,0.04447612964659955,0.7060366699414168,0.3387341572526125,0.14848223713472047,0.38873156036614914,1.5945256547234772,0
APD,1144380.0,60748587008,0.0006170174456178618,0.1681723652334528,0.017614681442040325,0.27962439911557985,0.47518158520398424,0.13988685390159714,0.6014223571525333,0.9326992608271331,0
APH,2455293.3333333335,46432702464,0.0006309522470796698,0.17227912804643397,0.017339376151570975,0.275254063116366,0.49764616186074195,0.12467438026573792,0.6258913169016563,1.0794449329492115,0
